batsman,bowler,P0,P1,P2,P3,P4,P6,p_not_out
V Kohli,WPUJC Vaas,0.5,0.0,0.0,0.0,0.5,0.0,0.5
V Kohli,Washington Sundar,0.4,0.6,0.0,0.0,0.0,0.0,
V Kohli,Y Venugopal Rao,0.0,0.67,0.0,0.0,0.33,0.0,
V Kohli,YA Abdulla,0.29,0.43,0.0,0.0,0.29,0.0,
V Kohli,YK Pathan,0.33,0.33,0.0,0.0,0.33,0.0,
V Kohli,Yuvraj Singh,0.15,0.6,0.05,0.0,0.2,0.0,
V Kohli,Z Khan,0.3,0.42,0.07,0.0,0.16,0.05,0.97
V Pratap Singh,SL Malinga,1.0,0.0,0.0,0.0,0.0,0.0,0.0
V Sehwag,A Kumble,0.64,0.09,0.0,0.0,0.18,0.09,
V Sehwag,A Mishra,0.19,0.46,0.08,0.0,0.15,0.12,0.96
V Sehwag,A Mithun,0.5,0.0,0.0,0.0,0.0,0.5,0.5
V Sehwag,A Nehra,0.37,0.29,0.03,0.0,0.26,0.05,0.92
V Sehwag,A Singh,0.33,0.27,0.2,0.0,0.2,0.0,
V Sehwag,A Symonds,0.21,0.21,0.07,0.0,0.29,0.21,0.93
V Sehwag,A Uniyal,0.2,0.2,0.0,0.0,0.2,0.4,
V Sehwag,AA Chavan,0.35,0.35,0.04,0.0,0.26,0.0,
V Sehwag,AB Agarkar,0.6,0.1,0.0,0.0,0.2,0.1,0.9
V Sehwag,AB Dinda,0.64,0.14,0.0,0.0,0.21,0.0,0.93
V Sehwag,AB McDonald,1.0,0.0,0.0,0.0,0.0,0.0,0.0
V Sehwag,AC Thomas,0.67,0.22,0.0,0.0,0.11,0.0,
V Sehwag,AC Voges,0.71,0.0,0.0,0.0,0.29,0.0,
V Sehwag,AD Mascarenhas,0.39,0.25,0.07,0.0,0.21,0.07,0.96
V Sehwag,AD Mathews,0.23,0.41,0.09,0.0,0.23,0.05,
V Sehwag,AD Russell,0.5,0.0,0.0,0.0,0.5,0.0,0.5
V Sehwag,AG Murtaza,0.67,0.22,0.0,0.0,0.11,0.0,0.89
V Sehwag,AM Nayar,0.0,0.57,0.14,0.0,0.14,0.14,
V Sehwag,Azhar Mahmood,0.4,0.4,0.0,0.0,0.2,0.0,
V Sehwag,B Akhil,0.17,0.33,0.0,0.0,0.33,0.17,
V Sehwag,B Chipli,0.17,0.0,0.33,0.0,0.17,0.33,
V Sehwag,B Kumar,0.6,0.15,0.0,0.0,0.15,0.1,0.95
V Sehwag,B Lee,0.46,0.36,0.0,0.0,0.18,0.0,0.96
V Sehwag,BAW Mendis,0.3,0.5,0.2,0.0,0.0,0.0,
V Sehwag,BW Hilfenhaus,0.65,0.15,0.05,0.0,0.1,0.05,0.9
V Sehwag,CH Gayle,0.33,0.0,0.0,0.0,0.67,0.0,0.67
V Sehwag,CH Morris,0.57,0.0,0.29,0.0,0.14,0.0,
V Sehwag,CJ McKay,0.12,0.75,0.0,0.0,0.12,0.0,
V Sehwag,CRD Fernando,0.57,0.14,0.0,0.0,0.29,0.0,
V Sehwag,DE Bollinger,0.3,0.4,0.0,0.0,0.3,0.0,0.9
V Sehwag,DJ Bravo,0.25,0.62,0.0,0.0,0.12,0.0,0.88
V Sehwag,DJ Hussey,0.25,0.0,0.0,0.0,0.0,0.75,0.75
V Sehwag,DJ Muthuswami,0.0,1.0,0.0,0.0,0.0,0.0,
V Sehwag,DJ Thornely,1.0,0.0,0.0,0.0,0.0,0.0,0.0
V Sehwag,DJG Sammy,1.0,0.0,0.0,0.0,0.0,0.0,0.0
V Sehwag,DL Vettori,0.0,1.0,0.0,0.0,0.0,0.0,
V Sehwag,DP Vijaykumar,1.0,0.0,0.0,0.0,0.0,0.0,0.5
V Sehwag,DR Smith,0.25,0.58,0.0,0.0,0.08,0.08,
V Sehwag,DS Kulkarni,0.47,0.27,0.0,0.0,0.27,0.0,0.93
V Sehwag,DT Christian,0.19,0.44,0.06,0.0,0.31,0.0,
V Sehwag,DW Steyn,0.54,0.3,0.03,0.0,0.14,0.0,0.95
V Sehwag,FH Edwards,0.2,0.4,0.0,0.0,0.4,0.0,
V Sehwag,GB Hogg,0.29,0.41,0.12,0.0,0.12,0.06,0.88
V Sehwag,HV Patel,0.25,0.5,0.0,0.0,0.25,0.0,
V Sehwag,Harbhajan Singh,0.22,0.52,0.1,0.0,0.12,0.02,0.95
V Sehwag,Harmeet Singh,0.71,0.18,0.0,0.0,0.06,0.06,0.88
V Sehwag,I Malhotra,0.0,0.17,0.17,0.0,0.33,0.33,
V Sehwag,I Sharma,0.61,0.3,0.0,0.0,0.09,0.0,0.96
V Sehwag,IC Pandey,0.5,0.23,0.0,0.0,0.27,0.0,0.95
V Sehwag,IK Pathan,0.59,0.12,0.0,0.0,0.24,0.06,0.88
V Sehwag,Imran Tahir,0.0,0.4,0.0,0.0,0.4,0.2,
V Sehwag,Iqbal Abdulla,0.25,0.5,0.0,0.0,0.12,0.12,
V Sehwag,JA Morkel,0.47,0.29,0.02,0.0,0.18,0.04,0.98
V Sehwag,JD Ryder,0.1,0.2,0.2,0.0,0.3,0.2,0.9
V Sehwag,JD Unadkat,0.47,0.24,0.06,0.0,0.24,0.0,0.88
V Sehwag,JH Kallis,0.31,0.34,0.03,0.0,0.29,0.03,0.94
V Sehwag,JJ Bumrah,0.38,0.31,0.08,0.0,0.15,0.08,
V Sehwag,JM Kemp,0.0,0.4,0.2,0.0,0.2,0.2,
V Sehwag,JP Duminy,0.5,0.25,0.0,0.0,0.0,0.25,0.75
V Sehwag,JP Faulkner,0.5,0.0,0.0,0.0,0.5,0.0,0.67
V Sehwag,JR Hopes,0.5,0.5,0.0,0.0,0.0,0.0,
V Sehwag,Joginder Sharma,0.27,0.13,0.13,0.0,0.4,0.07,0.93
V Sehwag,K Santokie,0.5,0.25,0.0,0.0,0.0,0.25,
V Sehwag,KA Pollard,0.2,0.33,0.0,0.0,0.33,0.13,
V Sehwag,KK Cooper,0.5,0.0,0.0,0.0,0.0,0.5,
V Sehwag,KV Sharma,1.0,0.0,0.0,0.0,0.0,0.0,
V Sehwag,KW Richardson,0.73,0.27,0.0,0.0,0.0,0.0,
V Sehwag,Kamran Khan,0.67,0.33,0.0,0.0,0.0,0.0,
V Sehwag,L Balaji,0.35,0.42,0.0,0.0,0.15,0.08,0.96
V Sehwag,LJ Wright,0.08,0.42,0.08,0.0,0.17,0.25,
V Sehwag,M Kartik,0.19,0.56,0.0,0.0,0.19,0.06,0.94
V Sehwag,M Morkel,0.61,0.21,0.04,0.0,0.14,0.0,
V Sehwag,M Muralitharan,0.44,0.39,0.0,0.0,0.17,0.0,0.94
V Sehwag,M Ntini,0.6,0.2,0.0,0.0,0.1,0.1,
V Sehwag,M de Lange,0.0,1.0,0.0,0.0,0.0,0.0,
V Sehwag,MA Starc,0.73,0.13,0.0,0.0,0.13,0.0,
V Sehwag,MC Henriques,1.0,0.0,0.0,0.0,0.0,0.0,
V Sehwag,MJ McClenaghan,0.5,0.5,0.0,0.0,0.0,0.0,
V Sehwag,MM Patel,0.48,0.3,0.02,0.0,0.12,0.08,0.92
V Sehwag,MM Sharma,0.5,0.19,0.12,0.0,0.15,0.04,0.92
V Sehwag,MS Gony,0.3,0.3,0.09,0.04,0.17,0.09,0.91
V Sehwag,Mohammed Shami,0.68,0.11,0.0,0.0,0.21,0.0,0.95
V Sehwag,NLTC Perera,0.29,0.43,0.14,0.0,0.14,0.0,
V Sehwag,NM Coulter-Nile,0.83,0.08,0.0,0.0,0.08,0.0,
V Sehwag,P Awana,0.5,0.33,0.08,0.0,0.08,0.0,0.83
V Sehwag,P Kumar,0.47,0.15,0.06,0.0,0.26,0.06,0.96
V Sehwag,P Parameswaran,0.67,0.0,0.0,0.0,0.0,0.33,0.67
V Sehwag,P Suyal,0.5,0.25,0.0,0.0,0.25,0.0,
V Sehwag,PC Valthaty,0.0,1.0,0.0,0.0,0.0,0.0,
V Sehwag,PJ Sangwan,0.0,0.4,0.0,0.0,0.4,0.2,
V Sehwag,PP Chawla,0.24,0.44,0.06,0.0,0.21,0.06,0.94
V Sehwag,PP Ojha,0.48,0.4,0.08,0.0,0.04,0.0,0.92
V Sehwag,Pankaj Singh,0.41,0.18,0.0,0.0,0.35,0.06,0.94
V Sehwag,R Ashwin,0.21,0.57,0.07,0.0,0.04,0.11,0.96
V Sehwag,R Bhatia,1.0,0.0,0.0,0.0,0.0,0.0,0.0
V Sehwag,R Rampaul,0.6,0.2,0.07,0.07,0.07,0.0,
V Sehwag,R Sharma,0.32,0.48,0.0,0.0,0.13,0.06,
V Sehwag,R Shukla,0.29,0.43,0.14,0.0,0.14,0.0,
V Sehwag,R Vinay Kumar,0.34,0.28,0.0,0.0,0.28,0.09,0.94
V Sehwag,RA Jadeja,0.28,0.36,0.0,0.0,0.16,0.2,
V Sehwag,RJ Harris,0.47,0.13,0.27,0.0,0.13,0.0,
V Sehwag,RJ Peterson,0.5,0.25,0.0,0.0,0.0,0.25,0.75
V Sehwag,RN ten Doeschate,0.5,0.25,0.0,0.0,0.25,0.0,
V Sehwag,RP Singh,0.41,0.21,0.09,0.0,0.27,0.02,0.98
V Sehwag,RR Powar,0.44,0.22,0.0,0.0,0.11,0.22,
V Sehwag,S Aravind,0.22,0.22,0.44,0.0,0.11,0.0,
V Sehwag,S Dhawan,0.5,0.0,0.0,0.0,0.5,0.0,0.5
V Sehwag,S Narwal,0.5,0.5,0.0,0.0,0.0,0.0,0.5
V Sehwag,S Sreesanth,0.62,0.19,0.1,0.0,0.05,0.05,0.95
V Sehwag,SB Bangar,0.22,0.22,0.0,0.0,0.33,0.22,
V Sehwag,SB Wagh,0.17,0.33,0.0,0.0,0.5,0.0,
V Sehwag,SC Ganguly,0.08,0.58,0.08,0.0,0.17,0.08,
V Sehwag,SJ Srivastava,0.14,0.43,0.29,0.0,0.0,0.14,
V Sehwag,SK Warne,0.25,0.5,0.0,0.0,0.25,0.0,
V Sehwag,SL Malinga,0.49,0.33,0.0,0.0,0.18,0.0,0.97
V Sehwag,SM Pollock,0.14,0.14,0.0,0.0,0.43,0.29,
V Sehwag,SP Narine,0.08,0.42,0.33,0.0,0.08,0.08,
V Sehwag,SR Watson,0.42,0.33,0.0,0.0,0.25,0.0,0.88
V Sehwag,ST Jayasuriya,0.23,0.38,0.08,0.0,0.08,0.23,
V Sehwag,STR Binny,0.75,0.25,0.0,0.0,0.0,0.0,
V Sehwag,SW Tait,0.46,0.23,0.08,0.0,0.23,0.0,0.92
V Sehwag,Sandeep Sharma,0.57,0.14,0.0,0.0,0.29,0.0,
V Sehwag,Shahid Afridi,0.0,0.6,0.2,0.0,0.0,0.2,
V Sehwag,Shakib Al Hasan,0.0,0.5,0.5,0.0,0.0,0.0,
V Sehwag,Shoaib Akhtar,1.0,0.0,0.0,0.0,0.0,0.0,0.5
V Sehwag,Sohail Tanvir,0.0,1.0,0.0,0.0,0.0,0.0,
V Sehwag,TG Southee,1.0,0.0,0.0,0.0,0.0,0.0,0.0
V Sehwag,UT Yadav,0.52,0.24,0.08,0.0,0.16,0.0,0.92
V Sehwag,V Pratap Singh,0.25,0.25,0.25,0.0,0.25,0.0,
V Sehwag,VR Aaron,0.38,0.31,0.15,0.0,0.15,0.0,
V Sehwag,VRV Singh,0.3,0.4,0.0,0.0,0.1,0.2,
V Sehwag,VS Malik,0.55,0.0,0.0,0.0,0.27,0.18,
V Sehwag,WD Parnell,0.43,0.43,0.14,0.0,0.0,0.0,
V Sehwag,WPUJC Vaas,0.45,0.27,0.05,0.0,0.23,0.0,0.91
V Sehwag,YA Abdulla,0.43,0.0,0.0,0.0,0.43,0.14,
V Sehwag,YK Pathan,0.5,0.0,0.0,0.0,0.25,0.25,
V Sehwag,YS Chahal,0.33,0.5,0.17,0.0,0.0,0.0,0.83
V Sehwag,Yuvraj Singh,0.12,0.75,0.0,0.0,0.12,0.0,
V Sehwag,Z Khan,0.33,0.3,0.06,0.0,0.27,0.03,0.94
V Shankar,Ankit Soni,0.0,0.4,0.0,0.0,0.6,0.0,
V Shankar,JJ Bumrah,0.17,0.5,0.17,0.0,0.17,0.0,
V Shankar,JP Faulkner,0.0,0.75,0.0,0.0,0.25,0.0,
V Shankar,MJ McClenaghan,0.0,1.0,0.0,0.0,0.0,0.0,
V Shankar,MM Patel,0.0,0.75,0.12,0.0,0.12,0.0,
V Shankar,NM Coulter-Nile,1.0,0.0,0.0,0.0,0.0,0.0,
V Shankar,P Kumar,0.67,0.33,0.0,0.0,0.0,0.0,
V Shankar,PJ Sangwan,0.38,0.15,0.15,0.0,0.31,0.0,
V Shankar,PP Chawla,0.2,0.6,0.0,0.0,0.0,0.2,
V Shankar,RA Jadeja,0.25,0.75,0.0,0.0,0.0,0.0,
V Shankar,SL Malinga,0.5,0.33,0.17,0.0,0.0,0.0,
V Shankar,SP Narine,0.4,0.4,0.0,0.0,0.2,0.0,
V Shankar,TA Boult,0.0,0.67,0.0,0.0,0.33,0.0,
V Shankar,UT Yadav,0.75,0.25,0.0,0.0,0.0,0.0,
VH Zol,A Nehra,0.4,0.2,0.2,0.0,0.0,0.2,
VH Zol,JP Faulkner,0.5,0.25,0.0,0.0,0.25,0.0,
VH Zol,KW Richardson,1.0,0.0,0.0,0.0,0.0,0.0,
VH Zol,MM Sharma,0.75,0.0,0.25,0.0,0.0,0.0,0.75
VH Zol,PV Tambe,0.25,0.5,0.0,0.0,0.25,0.0,
VH Zol,R Ashwin,0.33,0.67,0.0,0.0,0.0,0.0,
VH Zol,R Tewatia,0.5,0.5,0.0,0.0,0.0,0.0,0.5
VH Zol,SR Watson,0.0,0.0,0.0,0.0,1.0,0.0,
VR Aaron,A Choudhary,1.0,0.0,0.0,0.0,0.0,0.0,
VR Aaron,AR Patel,0.33,0.5,0.17,0.0,0.0,0.0,
VR Aaron,B Kumar,0.67,0.0,0.0,0.0,0.0,0.33,0.67
VR Aaron,CR Woakes,0.6,0.2,0.2,0.0,0.0,0.0,
VR Aaron,JJ Bumrah,0.5,0.5,0.0,0.0,0.0,0.0,
VR Aaron,KA Pollard,0.6,0.2,0.0,0.0,0.2,0.0,
VR Aaron,L Balaji,0.36,0.45,0.0,0.0,0.09,0.09,
VR Aaron,MG Johnson,0.33,0.67,0.0,0.0,0.0,0.0,
VR Aaron,R Ashwin,1.0,0.0,0.0,0.0,0.0,0.0,
VR Aaron,R Dhawan,0.25,0.25,0.5,0.0,0.0,0.0,
VR Aaron,RJ Harris,1.0,0.0,0.0,0.0,0.0,0.0,
VR Aaron,SJ Srivastava,1.0,0.0,0.0,0.0,0.0,0.0,
VR Aaron,SL Malinga,0.0,1.0,0.0,0.0,0.0,0.0,
VR Aaron,SP Narine,0.0,1.0,0.0,0.0,0.0,0.0,
VR Aaron,Sandeep Sharma,0.5,0.5,0.0,0.0,0.0,0.0,
VR Aaron,TA Boult,0.0,1.0,0.0,0.0,0.0,0.0,
VRV Singh,DS Kulkarni,0.5,0.0,0.0,0.0,0.5,0.0,
VRV Singh,L Balaji,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VS Malik,BE Hendricks,0.0,1.0,0.0,0.0,0.0,0.0,
VS Malik,L Balaji,1.0,0.0,0.0,0.0,0.0,0.0,
VS Malik,SL Malinga,0.5,0.5,0.0,0.0,0.0,0.0,
VS Malik,Z Khan,0.33,0.33,0.0,0.0,0.33,0.0,0.67
VS Yeligati,VRV Singh,0.5,0.0,0.5,0.0,0.0,0.0,
VVS Laxman,A Kumble,0.15,0.62,0.0,0.0,0.23,0.0,
VVS Laxman,A Mithun,0.5,0.25,0.0,0.0,0.0,0.25,
VVS Laxman,A Nehra,0.5,0.25,0.0,0.0,0.25,0.0,
VVS Laxman,A Singh,0.5,0.25,0.12,0.0,0.12,0.0,
VVS Laxman,AA Jhunjhunwala,0.0,1.0,0.0,0.0,0.0,0.0,
VVS Laxman,AB Dinda,0.83,0.0,0.0,0.0,0.17,0.0,0.83
VVS Laxman,AM Nayar,0.0,1.0,0.0,0.0,0.0,0.0,
VVS Laxman,AP Dole,0.67,0.0,0.0,0.0,0.33,0.0,0.67
VVS Laxman,CK Langeveldt,0.4,0.4,0.0,0.0,0.2,0.0,
VVS Laxman,DJ Bravo,0.43,0.29,0.14,0.0,0.07,0.07,0.93
VVS Laxman,DL Vettori,0.17,0.5,0.17,0.0,0.17,0.0,
VVS Laxman,DP Nannes,0.5,0.5,0.0,0.0,0.0,0.0,
VVS Laxman,DW Steyn,0.55,0.36,0.0,0.0,0.09,0.0,
VVS Laxman,GD McGrath,0.0,1.0,0.0,0.0,0.0,0.0,
VVS Laxman,I Sharma,0.62,0.19,0.06,0.0,0.06,0.06,
VVS Laxman,IK Pathan,0.33,0.44,0.0,0.0,0.22,0.0,
VVS Laxman,JA Morkel,0.82,0.09,0.0,0.0,0.09,0.0,0.91
VVS Laxman,JD Ryder,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VVS Laxman,JH Kallis,0.18,0.64,0.0,0.0,0.18,0.0,
VVS Laxman,LR Shukla,0.0,0.5,0.0,0.0,0.0,0.5,
VVS Laxman,M Kartik,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VVS Laxman,M Muralitharan,0.43,0.43,0.0,0.0,0.14,0.0,
VVS Laxman,MM Patel,0.0,0.0,0.0,0.0,1.0,0.0,
VVS Laxman,Mohammad Asif,0.8,0.2,0.0,0.0,0.0,0.0,0.8
VVS Laxman,P Kumar,0.29,0.71,0.0,0.0,0.0,0.0,0.86
VVS Laxman,PP Chawla,0.2,0.6,0.0,0.0,0.2,0.0,0.8
VVS Laxman,Pankaj Singh,0.5,0.5,0.0,0.0,0.0,0.0,
VVS Laxman,R Ashwin,0.0,1.0,0.0,0.0,0.0,0.0,
VVS Laxman,S Narwal,0.6,0.4,0.0,0.0,0.0,0.0,
VVS Laxman,S Sreesanth,0.38,0.44,0.0,0.0,0.19,0.0,
VVS Laxman,S Tyagi,0.0,1.0,0.0,0.0,0.0,0.0,
VVS Laxman,SB Wagh,1.0,0.0,0.0,0.0,0.0,0.0,
VVS Laxman,SD Chitnis,0.25,0.5,0.0,0.0,0.25,0.0,
VVS Laxman,SJ Srivastava,0.0,0.33,0.33,0.0,0.33,0.0,
VVS Laxman,SK Raina,0.33,0.67,0.0,0.0,0.0,0.0,0.67
VVS Laxman,SK Trivedi,0.17,0.67,0.0,0.0,0.17,0.0,
VVS Laxman,SK Warne,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VVS Laxman,SM Pollock,0.25,0.5,0.0,0.0,0.25,0.0,
VVS Laxman,SR Watson,0.73,0.13,0.0,0.0,0.13,0.0,
VVS Laxman,ST Jayasuriya,0.25,0.75,0.0,0.0,0.0,0.0,
VVS Laxman,SW Tait,0.5,0.5,0.0,0.0,0.0,0.0,0.5
VVS Laxman,TM Dilshan,0.42,0.33,0.08,0.0,0.08,0.08,0.92
VVS Laxman,VRV Singh,0.33,0.33,0.11,0.0,0.22,0.0,
VVS Laxman,WD Parnell,1.0,0.0,0.0,0.0,0.0,0.0,0.0
VVS Laxman,YK Pathan,0.8,0.2,0.0,0.0,0.0,0.0,
VVS Laxman,Z Khan,0.58,0.26,0.11,0.0,0.05,0.0,
VY Mahesh,A Nehra,0.67,0.0,0.33,0.0,0.0,0.0,
VY Mahesh,B Lee,0.0,0.67,0.33,0.0,0.0,0.0,
VY Mahesh,DS Kulkarni,0.5,0.5,0.0,0.0,0.0,0.0,
VY Mahesh,I Sharma,0.33,0.67,0.0,0.0,0.0,0.0,
VY Mahesh,IK Pathan,0.0,1.0,0.0,0.0,0.0,0.0,
VY Mahesh,LR Shukla,0.75,0.25,0.0,0.0,0.0,0.0,0.75
VY Mahesh,MM Patel,0.8,0.2,0.0,0.0,0.0,0.0,0.8
VY Mahesh,SK Warne,0.6,0.4,0.0,0.0,0.0,0.0,
VY Mahesh,SR Watson,1.0,0.0,0.0,0.0,0.0,0.0,
Vishnu Vinod,AR Patel,0.5,0.5,0.0,0.0,0.0,0.0,
Vishnu Vinod,CR Brathwaite,0.0,1.0,0.0,0.0,0.0,0.0,
Vishnu Vinod,MM Sharma,0.33,0.33,0.0,0.0,0.33,0.0,
Vishnu Vinod,Mohammed Shami,0.8,0.2,0.0,0.0,0.0,0.0,
Vishnu Vinod,PJ Cummins,0.67,0.33,0.0,0.0,0.0,0.0,
Vishnu Vinod,Sandeep Sharma,0.86,0.14,0.0,0.0,0.0,0.0,
Vishnu Vinod,Z Khan,0.25,0.5,0.0,0.0,0.0,0.25,
W Jaffer,A Singh,0.67,0.33,0.0,0.0,0.0,0.0,0.67
W Jaffer,AB Agarkar,0.0,1.0,0.0,0.0,0.0,0.0,
W Jaffer,AB Dinda,0.82,0.18,0.0,0.0,0.0,0.0,0.91
W Jaffer,DJ Bravo,0.33,0.33,0.0,0.0,0.33,0.0,
W Jaffer,DP Vijaykumar,0.56,0.22,0.0,0.0,0.22,0.0,
W Jaffer,GD McGrath,0.5,0.5,0.0,0.0,0.0,0.0,0.83
W Jaffer,I Sharma,0.67,0.17,0.17,0.0,0.0,0.0,
W Jaffer,JA Morkel,0.44,0.44,0.0,0.0,0.0,0.11,
W Jaffer,JDP Oram,0.67,0.33,0.0,0.0,0.0,0.0,
W Jaffer,Joginder Sharma,0.0,0.67,0.0,0.0,0.0,0.33,
W Jaffer,M Morkel,0.5,0.17,0.17,0.0,0.17,0.0,
W Jaffer,MS Gony,0.38,0.25,0.12,0.0,0.25,0.0,
W Jaffer,Mohammad Asif,0.33,0.33,0.0,0.0,0.0,0.33,
W Jaffer,P Amarnath,0.14,0.29,0.0,0.14,0.43,0.0,0.86
W Jaffer,PP Ojha,0.2,0.8,0.0,0.0,0.0,0.0,0.8
W Jaffer,RP Singh,0.4,0.4,0.0,0.0,0.2,0.0,
W Jaffer,S Sreesanth,1.0,0.0,0.0,0.0,0.0,0.0,0.8
W Jaffer,SB Bangar,0.0,0.67,0.0,0.0,0.33,0.0,
W Jaffer,SB Styris,0.38,0.38,0.25,0.0,0.0,0.0,
W Jaffer,Shahid Afridi,0.43,0.29,0.0,0.0,0.29,0.0,
W Jaffer,Z Khan,0.86,0.0,0.14,0.0,0.0,0.0,0.86
WA Mota,DJ Bravo,0.0,0.67,0.33,0.0,0.0,0.0,
WA Mota,DS Kulkarni,0.5,0.5,0.0,0.0,0.0,0.0,
WA Mota,Harbhajan Singh,0.0,1.0,0.0,0.0,0.0,0.0,
WA Mota,JA Morkel,0.33,0.44,0.11,0.0,0.11,0.0,0.89
WA Mota,JP Duminy,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WA Mota,L Balaji,0.36,0.45,0.09,0.0,0.09,0.0,
WA Mota,M Muralitharan,0.43,0.57,0.0,0.0,0.0,0.0,
WA Mota,MM Patel,0.5,0.5,0.0,0.0,0.0,0.0,
WA Mota,PP Ojha,0.33,0.67,0.0,0.0,0.0,0.0,
WA Mota,R Ashwin,0.5,0.5,0.0,0.0,0.0,0.0,0.75
WA Mota,RG Sharma,0.0,1.0,0.0,0.0,0.0,0.0,
WA Mota,RJ Harris,0.33,0.67,0.0,0.0,0.0,0.0,
WA Mota,SK Raina,0.67,0.17,0.17,0.0,0.0,0.0,
WA Mota,SL Malinga,1.0,0.0,0.0,0.0,0.0,0.0,0.5
WA Mota,SR Watson,0.0,1.0,0.0,0.0,0.0,0.0,
WA Mota,TL Suman,0.33,0.67,0.0,0.0,0.0,0.0,0.83
WA Mota,Y Venugopal Rao,0.5,0.5,0.0,0.0,0.0,0.0,
WA Mota,Z Khan,0.0,1.0,0.0,0.0,0.0,0.0,
WD Parnell,A Mishra,0.38,0.5,0.12,0.0,0.0,0.0,
WD Parnell,AB Dinda,0.5,0.5,0.0,0.0,0.0,0.0,
WD Parnell,AG Murtaza,0.33,0.67,0.0,0.0,0.0,0.0,
WD Parnell,BE Hendricks,0.5,0.0,0.5,0.0,0.0,0.0,0.5
WD Parnell,DT Christian,1.0,0.0,0.0,0.0,0.0,0.0,
WD Parnell,DW Steyn,0.5,0.5,0.0,0.0,0.0,0.0,
WD Parnell,Harbhajan Singh,0.5,0.17,0.0,0.0,0.33,0.0,
WD Parnell,JEC Franklin,0.4,0.2,0.2,0.0,0.2,0.0,0.8
WD Parnell,JH Kallis,0.0,1.0,0.0,0.0,0.0,0.0,
WD Parnell,JR Hopes,0.33,0.33,0.17,0.0,0.17,0.0,
WD Parnell,L Balaji,0.33,0.67,0.0,0.0,0.0,0.0,0.67
WD Parnell,M Muralitharan,1.0,0.0,0.0,0.0,0.0,0.0,
WD Parnell,MM Patel,0.5,0.5,0.0,0.0,0.0,0.0,0.5
WD Parnell,PP Ojha,0.44,0.33,0.11,0.0,0.0,0.11,
WD Parnell,RA Jadeja,0.75,0.25,0.0,0.0,0.0,0.0,
WD Parnell,SL Malinga,0.89,0.11,0.0,0.0,0.0,0.0,0.89
WD Parnell,SP Narine,0.44,0.56,0.0,0.0,0.0,0.0,0.89
WD Parnell,SW Tait,0.0,1.0,0.0,0.0,0.0,0.0,
WP Saha,A Choudhary,0.0,0.67,0.0,0.0,0.33,0.0,
WP Saha,A Kumble,0.38,0.38,0.23,0.0,0.0,0.0,0.92
WP Saha,A Mishra,0.33,0.5,0.04,0.0,0.12,0.0,0.92
WP Saha,A Mithun,0.56,0.44,0.0,0.0,0.0,0.0,
WP Saha,A Nehra,0.5,0.5,0.0,0.0,0.0,0.0,0.5
WP Saha,A Symonds,0.5,0.0,0.0,0.0,0.0,0.5,0.5
WP Saha,A Zampa,0.5,0.5,0.0,0.0,0.0,0.0,0.5
WP Saha,AB Dinda,0.5,0.5,0.0,0.0,0.0,0.0,
WP Saha,AB McDonald,0.14,0.71,0.0,0.0,0.14,0.0,
WP Saha,AD Mathews,0.43,0.43,0.0,0.0,0.0,0.14,
WP Saha,AD Russell,0.33,0.67,0.0,0.0,0.0,0.0,
WP Saha,AM Nayar,0.0,0.5,0.25,0.0,0.25,0.0,
WP Saha,AS Rajpoot,0.0,0.5,0.0,0.0,0.5,0.0,
WP Saha,Azhar Mahmood,1.0,0.0,0.0,0.0,0.0,0.0,
WP Saha,B Kumar,0.52,0.13,0.13,0.0,0.17,0.04,
WP Saha,BA Stokes,0.29,0.43,0.0,0.0,0.29,0.0,
WP Saha,BCJ Cutting,0.33,0.33,0.0,0.0,0.33,0.0,
WP Saha,BJ Hodge,0.5,0.5,0.0,0.0,0.0,0.0,
WP Saha,Basil Thampi,0.25,0.25,0.25,0.0,0.0,0.25,
WP Saha,Bipul Sharma,0.5,0.5,0.0,0.0,0.0,0.0,
WP Saha,C de Grandhomme,0.44,0.44,0.11,0.0,0.0,0.0,
WP Saha,CH Gayle,0.5,0.33,0.0,0.0,0.0,0.17,
WP Saha,CH Morris,0.33,0.22,0.11,0.0,0.33,0.0,0.89
WP Saha,CJ Anderson,0.33,0.67,0.0,0.0,0.0,0.0,
WP Saha,CJ Jordan,0.2,0.2,0.2,0.0,0.4,0.0,
WP Saha,CR Brathwaite,0.17,0.83,0.0,0.0,0.0,0.0,
WP Saha,CR Woakes,0.56,0.33,0.11,0.0,0.0,0.0,
WP Saha,D Wiese,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WP Saha,DJ Bravo,0.37,0.37,0.15,0.0,0.11,0.0,0.89
WP Saha,DJ Hussey,0.33,0.67,0.0,0.0,0.0,0.0,0.83
WP Saha,DJ Muthuswami,0.6,0.2,0.0,0.0,0.0,0.2,
WP Saha,DL Vettori,0.5,0.4,0.0,0.0,0.1,0.0,
WP Saha,DP Nannes,0.33,0.33,0.33,0.0,0.0,0.0,
WP Saha,DR Smith,0.0,1.0,0.0,0.0,0.0,0.0,
WP Saha,DS Kulkarni,0.2,0.2,0.6,0.0,0.0,0.0,
